Species Number,Alpha Code,Common Name,Band Size,French Name,Scientific Name,T & E*,Comments,Taxonomic Order
8548,ANTE,Antarctic Tern,"3, 3B",Sterne couronnée,Sterna vittata,,,460
8549,KETE,Kerguelen Tern,3,Sterne de Kerguelen,Sterna virgata,,,461
8552,HYSK,Hybrid Skua,"7B, 7A",Hybride de Labbe,,,"Report suspected parentage as a remark (e.g. Species1 x Species2). | Signalez les liens de parenté suspects dans le champs remarque (p. ex., Espèce1 x Espèce2).",379
8553,NGPE,Northern Giant-Petrel,8,Pétrel de Hall,Macronectes halli,,,126
8554,BRSK,Brown Skua,"7B, 7A",Grand labbe,Stercorarius antarcticus,,,378
8560,TIMO,Tinian Monarch,"0, 1C",Monarque de Tinian,Monarcha takatsukasae,,,738
8570,MARC,Mariana Crow,"4, 4A",Corneille de Guam,Corvus kubaryi,Y,,754
8580,GUSW,Guam Swiftlet,"0A, X",Salangane de Guam,Aerodramus bartschi,Y,,548
8590,NIRW,Nightingale Reed Warbler,"1A, 1D",Rousserolle rossignol,Acrocephalus luscinius,Y,,839
8600,MIME,Micronesian Megapode,6,Mégapode de La Pérouse,Megapodius laperouse,Y,,89
8610,WRSW,White-rumped Swiftlet,"0, 1, 1C",Salangane à croupion blanc,Aerodramus spodiopygius,,,547
8620,PCFD,Purple-capped Fruit Dove,"3A, 4",Tourterelle à collier,Ptilinopus porphyraceus,,,488
8630,COLK,Collared Kingfisher,"2, 3, 3B",Martin-chasseur à collier blanc,Todiramphus chloris,,,587
8640,SAST,Samoan Starling,"M: 3B, 3A, 4",Stourne de Samoa,Aplonis atrifusca,,,900
,,,"F: 3, 3B, 3A",,,,,
8650,POST,Polynesian Starling,"M: 2, 3",Stourne de Polynésie,Aplonis tabuensis,,,899
,,,"F: 1A, 1D, 2",,,,,
8660,CAHO,Cardinal Honeyeater,"1, 1C, 0",Myzomèle cardinal,Myzomela cardinalis,,,709
8670,EWHO,Eastern Wattled Honeyeater,"1A, 1D, 2",Méliphage foulehaio,Foulehaio carunculatus,,,710
8680,MIMY,Micronesian Myzomela,"1, 1B",Myzomèle de Micronésie,Myzomela rubratra,,,711
8690,MIRF,Micronesian Rufous Fantail,"0A, 0",Rhipidure roux,Rhipidura versicolor,,,736
8691,FISH,Fiji Shrikebill,"1A, 1B",Monarque des Fidji,Clytorhynchus vitiensis,,,737
8700,BRWE,Bridled White-eye,"0A, 0",Zostérops bridé,Zosterops conspicillatus,,,843
8710,GOWE,Golden White-eye,"1B, 1",Zostérops doré,Cleptornis marchei,,,841
8720,MIST,Micronesian Starling,"3, 2",Stourne de Micronésie,Aplonis opaca,,,898
8740,BLDR,Black Drongo,2,Drongo royal,Dicrurus macrocercus,,,735
8750,LTCU,Long-tailed Cuckoo,"3, 3B, 3A",Coucou de Nouvelle-Zélande,Eudynamys taitensis,,,504
8760,MCFD,Many-colored Fruit Dove,"3A, 3B",Ptilope de La Pérouse,Ptilinopus perousii,,,487
8770,PAPI,Pacific Pigeon,6,Carpophage Pacifique,Ducula pacifica,,,490
8780,SHGD,Shy Ground Dove,"3A, 4",Gallicolombe de stair,Alopecoenas stairi,Y,,486
8790,POKI,Pohnpei Kingfisher,3,Martin-chasseur de Ponapé,Todiramphus reichenbachii,Y,,588
8791,GUKI,Guam Kingfisher,"2, 1D",,Todiramphus cinnamominus,Y,,589
8800,MASW,Mariana Swiftlet,0,Salangane des Mariannes,Aerodramus bartschi,Y,,549
8810,ROWE,Rota White-eye,0,Zostérops de Rota,Zosterops rotensis,Y,,842
9067,PRMA,Puerto Rican Mango,X,Mango de Porto Rico,Anthracothorax aurulentus,,,553
9071,STTL,Streamertail,X,Colibri à tête noire,Trochilus polytmus,,Includes both Trochilus polytmus (Red-billed) and Trochilus scitulus (Black-billed Streamertail),581
9081,JATO,Jamaican Tody,0,Todier de la Jamaïque,Todus todus,,,585
9094,SAFL,Sad Flycatcher,"1C, 1",Tyran triste,Myiarchus barbirostris,,,686
9099,YBEL,Yellow-bellied Elaenia,"1, 1B",Élénie à ventre jaune,Elaenia flavogaster,,,657
9101,GAEL,Greater Antillean Elaenia,"0A, 0",Élénie sara,Elaenia fallax,,,658
9102,JAEL,Jamaican Elaenia,"0A, 0",Élénie de la Jamaïque,Myiopagis cotta,,,653
9107,JACR,Jamaican Crow,6,Corneille de la Jamaïque,Corvus jamaicensis,,,758
9109,SHWR,Southern House Wren,0,Troglodyte familier du sud,Troglodytes musculus,,,808
9116,BRTR,Brown Trembler,"2, 1D",Trembleur brun,Cinclocerthia ruficauda,,,885
9120,WETH,White-eyed Thrush,2,Merle aux yeux blancs,Turdus jamaicensis,,,876
9122,WCTH,White-chinned Thrush,2,Merle à miroir,Turdus aurantius,,,879
9127,RTSO,Rufous-throated Solitaire,"1, 1B, 1C",Solitaire siffleur,Myadestes genibarbis,,,858
9130,TBVI,Thick-billed Vireo,"1C, 1",Viréo à bec fort,Vireo crassirostris,,,717
9132,JAVI,Jamaican Vireo,0,Viréo de la Jamaïque,Vireo modestus,,,718
9138,OLIW,Olive-capped Warbler,0A,Paruline à calotte verte,Setophaga pityophila,,,974
9141,ARRW,Arrowhead Warbler,0A,Paruline de la Jamaïque,Setophaga pharetra,,,956
9145,BAYE,Bahama Yellowthroat,"1, 1C",Paruline des Bahamas,Geothlypis rostrata,,,953
9151,ORAN,Orangequit,"1C, 1",Pique-orange de la Jamaïque,Euneornis campestris,,,1022
9153,JAEU,Jamaican Euphonia,"0, 0A",Organiste de la Jamaïque,Euphonia jamaica,,,1154
9166,VETR,Venezuelan Troupial,3,Oriole troupiale,Icterus icterus,,,1142
9169,JAOR,Jamaican Oriole,"2, 1D",Oriole de la Jamaïque,Icterus leucopteryx,,,1146
9176,YSGR,Yellow-shouldered Grassquit,"0, 1",Sporophile mantelé,Loxipasser anoxanthus,,,1018
9178,GABU,Greater Antillean Bullfinch,"1B, 1",Sporophile petit-coq,Melopyrrha violacea,,,1020
9182,YBSE,Yellow-bellied Seedeater,0,Sporophile à ventre jaune,Sporophila nigricollis,,,1014
9184,BBGR,Blue-black Grassquit,"0, 0A",Jacarini noir,Volatinia jacarina,,,1010
9986,HYNO,Hybrid Nonpasserine,"1A, 3A, 4, 4A, 5, 6, 7, 7A, 7B",Hybride de non-passerin,,,"Report suspected parentage as a Remark (e.g. Species1 x Species2). | Signalez les liens de parenté suspects dans le champs remarque (p. ex., Espèce1 x Espèce2).",623
9996,HYPA,Hybrid Passerine,"0, 0A, 1, 1A, 1B, 1D, 3A, 3B",Hybride de passerin,,,"Report suspected parentage as a Remark (e.g. Species1 x Species2). | Signalez les liens de parenté suspects dans le champs remarque (p. ex., Espèce1 x Espèce2).",624
